fold,rat,frame,image_miou,iou_background,iou_head,iou_body,iou_tail,csv_path
5,Rat20,97,0.7732444914655522,0.9892367624756524,0.8929046295177082,0.9522769516728624,0.2585596221959858,data_full\Rat20\CSV\Thermal_97_CSV.csv
5,Rat21,2,0.7738542933764696,0.9870133663384411,0.8930726526671494,0.942966069386199,0.2723650851140891,data_full\Rat21\CSV\Thermal_2_CSV.csv
5,Rat21,37,0.7740648395880865,0.9885946366974518,0.9290133949819813,0.9659785932721713,0.2126727334007415,data_full\Rat21\CSV\Thermal_37_CSV.csv
4,Rat4,32,0.7741271219778699,0.9937610304910183,0.6076799140708915,0.8977786419092986,0.5972889014402711,data_full\Rat4\CSV\Thermal_32_CSV.csv
2,Rat24,29,0.7754224020137056,0.9897571792136671,0.9639933780925227,0.9540487764344178,0.19389027431421446,data_full\Rat24\CSV\Thermal_29_CSV.csv
5,Rat21,88,0.7765881942257256,0.9834473439743265,0.9388753056234719,0.9521031033598358,0.23192702394526796,data_full\Rat21\CSV\Thermal_88_CSV.csv
4,Rat4,11,0.7767973443834401,0.9767713569770481,0.8999083256938079,0.8828782140721547,0.34763148079074974,data_full\Rat4\CSV\Thermal_11_CSV.csv
3,Rat18,31,0.7769926583869431,0.9887266904578974,0.9133673069384555,0.9688218621316648,0.23705477401975455,data_full\Rat18\CSV\Thermal_31_CSV.csv
5,Rat21,36,0.7778493310228674,0.9900301845270842,0.935340604793939,0.9673322786163253,0.21869425615412058,data_full\Rat21\CSV\Thermal_36_CSV.csv
4,Rat19,93,0.7783238792637713,0.9903594420033756,0.8731494920174165,0.9419655876348789,0.3078209953994145,data_full\Rat19\CSV\Thermal_93_CSV.csv
3,Rat18,29,0.7786175861719824,0.9759798595062824,0.9143426294820717,0.9699210261302804,0.2542268295692953,data_full\Rat18\CSV\Thermal_29_CSV.csv
1,Rat16,117,0.7786354006208498,0.9953449185272243,0.9294665809768637,0.9565462464770689,0.23318385650224216,data_full\Rat16\CSV\Thermal_117_CSV.csv
4,Rat19,102,0.7790370165754915,0.9861230214538622,0.8668400520156047,0.9594330269821281,0.30375196585037073,data_full\Rat19\CSV\Thermal_102_CSV.csv
2,Rat11,4,0.7800818145382629,0.9981689173723964,0.4793275783734666,0.825636192271442,0.8171945701357466,data_full\Rat11\CSV\Thermal_4_CSV.csv
3,Rat18,10,0.7805227812450326,0.9871112526346116,0.9094860649450268,0.9512228587109388,0.2742709486895533,data_full\Rat18\CSV\Thermal_10_CSV.csv
